serialNo,name,date,amount,category
1292,Running,2021-05-05,9104.47,Sports
1293,Movie,2021-05-20,7073.91,Entertainment
1294,Train,2021-05-02,8500.06,Travel
1295,Fuel,2021-05-21,2985.68,Transportation
1296,Pen,2021-05-24,5093.48,Education
1297,Eye Exam,2021-05-19,7892.39,Medical
1298,Furniture,2021-05-05,5146.55,Home
1299,Vegetables,2021-05-10,3285.71,Food
1300,VPN,2021-05-18,7411.56,Communication
1301,Socks,2021-06-23,4940.31,Clothing
1302,Seminar,2021-06-26,8699.68,Education
1303,Bank Fee,2021-06-09,9868.17,Others
1304,Stationery,2021-06-24,6242.28,Education
1305,Fruits,2021-06-13,895.74,Food
1306,Roaming,2021-06-07,9282.54,Communication
1307,Socks,2021-06-16,2035.48,Clothing
1308,Insurance,2021-06-10,8324.67,Medical
1309,Train,2021-06-08,986.39,Travel
1310,Hotel,2021-06-03,2303.37,Travel
1311,Sports Event,2021-06-07,179.23,Entertainment
1312,Tuition,2021-06-27,8587.58,Education
1313,Fitness Class,2021-06-23,202.78,Sports
1314,Internet,2021-06-03,4026.94,Communication
1315,Exam Fee,2021-06-06,9398.40,Education
1316,Doctor Visit,2021-06-16,724.00,Medical
1317,Books,2021-06-13,8552.03,Education
1318,Internet,2021-06-06,1004.99,Home
1319,Fuel,2021-06-22,1114.97,Transportation
1320,Parking,2021-06-16,8205.78,Transportation
1321,Shirt,2021-06-11,858.51,Clothing
1322,Surgery,2021-06-11,5470.76,Medical
1323,Doctor Visit,2021-06-16,6513.02,Medical
1324,Amusement Park,2021-06-03,2293.29,Entertainment
1325,Ride Sharing,2021-06-19,198.59,Transportation
1326,Karaoke,2021-06-13,9354.81,Entertainment
1327,SIM Card,2021-06-28,8783.58,Communication
1328,Toll,2021-06-27,1983.05,Transportation
1329,SIM Card,2021-06-16,1235.41,Communication
1330,Jacket,2021-06-12,4779.69,Clothing
1331,Hat,2021-06-23,3959.75,Clothing
1332,Shoes,2021-06-13,888.57,Clothing
1333,Lottery,2021-06-06,1897.77,Others
1334,Football,2021-06-27,9944.34,Sports
1335,Cafe,2021-06-25,1939.76,Food
1336,Internet,2021-06-03,2770.76,Home
1337,Water Bill,2021-06-24,1410.28,Home
1338,Delivery,2021-06-11,4766.40,Food
1339,Flight,2021-06-05,7924.55,Travel
1340,Mortgage,2021-06-21,2801.76,Home
1341,Jacket,2021-06-01,9969.54,Clothing
1342,Dress,2021-06-17,6916.60,Clothing
1343,Exam Fee,2021-06-07,538.73,Education
1344,Fast Food,2021-06-25,7339.26,Food
1345,Internet,2021-06-15,6192.40,Home
1346,Calling Card,2021-06-11,3677.85,Communication
1347,Vaccination,2021-06-05,5116.66,Medical
1348,Parking,2021-06-08,9863.32,Transportation
1349,Workshop,2021-06-10,5227.22,Education
1350,Cycling,2021-06-09,2838.01,Sports
1351,Travel Insurance,2021-06-24,818.92,Travel
1352,Flight,2021-06-25,1332.33,Travel
1353,Fast Food,2021-06-05,2973.43,Food
1354,Football,2021-06-26,1201.49,Sports
1355,Equipment,2021-06-19,4518.25,Sports
1356,Pet,2021-06-09,1220.61,Others
1357,Storage,2021-06-27,3706.95,Others
1358,Postage,2021-06-28,4934.16,Communication
1359,Belt,2021-06-28,4975.24,Clothing
1360,Subscription,2021-06-04,4465.42,Communication
1361,Internet,2021-06-03,8339.48,Home
1362,Football,2021-06-19,6690.16,Sports
1363,Movie,2021-06-19,9590.70,Entertainment
1364,Toll,2021-06-15,2199.51,Transportation
1365,Scooter,2021-06-24,1834.82,Transportation
1366,Metro,2021-06-19,5723.84,Transportation
1367,Storage,2021-06-01,8572.74,Others
1368,Backpack,2021-06-18,1135.34,Education
1369,Yoga,2021-06-24,5033.82,Sports
1370,Belt,2021-06-03,185.79,Clothing
1371,Lottery,2021-06-15,8416.67,Others
1372,Books,2021-06-17,7857.17,Education
1373,Gas,2021-06-15,8990.42,Home
1374,Health Check,2021-06-22,8985.42,Medical
1375,Amusement Park,2021-06-01,2277.34,Entertainment
1376,Therapy,2021-06-06,7993.81,Medical
1377,Postage,2021-06-02,469.40,Communication
1378,Cycling,2021-06-23,3618.95,Sports
1379,Gift,2021-06-07,7113.36,Others
1380,Pen,2021-06-25,8659.80,Education
1381,Streaming Service,2021-06-14,3495.98,Entertainment
1382,Bank Fee,2021-06-24,8045.76,Others
1383,Eye Exam,2021-06-25,1722.83,Medical
1384,Parking,2021-06-09,2428.05,Transportation
1385,Gas,2021-06-25,1449.65,Home
1386,Club,2021-06-25,2512.70,Entertainment
1387,Mortgage,2021-06-06,3873.78,Home
1388,Workshop,2021-06-08,1651.13,Education
1389,Belt,2021-06-03,5685.56,Clothing
1390,Health Check,2021-06-06,5025.96,Medical
1391,Sports Event,2021-06-28,8401.20,Entertainment
1392,Pen,2021-06-13,1137.78,Education
1393,Insurance,2021-06-14,4814.42,Medical
1394,Snacks,2021-06-19,9393.02,Food
1395,Pen,2021-06-12,5888.64,Education
1396,Stationery,2021-06-05,5349.64,Education
1397,Visa Fee,2021-06-08,1058.20,Travel
1398,Dress,2021-06-03,3783.03,Clothing
1399,Rent,2021-06-03,5595.36,Home
1400,Shirt,2021-06-27,2887.56,Clothing
1401,Basketball,2021-07-06,1688.46,Sports
1402,Scooter,2021-07-03,9340.26,Transportation
1403,Theater,2021-07-07,2832.62,Entertainment
1404,Bus,2021-07-27,5104.16,Transportation
1405,Scarf,2021-07-16,6428.39,Clothing
1406,Scooter,2021-07-18,1391.56,Transportation
1407,Scarf,2021-07-02,9535.41,Clothing
1408,Hospital Bill,2021-07-15,4017.18,Medical
1409,Donation,2021-07-26,9983.35,Others
1410,Snacks,2021-07-09,292.00,Food
1411,Jacket,2021-07-09,2139.14,Clothing
1412,Taxi,2021-07-26,4558.75,Travel
1413,Meat,2021-07-22,81.93,Food
1414,Yoga,2021-07-12,5450.02,Sports
1415,Hotel,2021-07-15,1771.17,Travel
1416,Accessories,2021-07-12,148.18,Others
1417,VPN,2021-07-03,4585.56,Communication
1418,Notebook,2021-07-06,9733.66,Education
1419,Backpack,2021-07-16,8745.78,Education
1420,Cleaning,2021-07-26,9301.18,Home
1421,Health Check,2021-07-22,8356.44,Medical
1422,Appliance,2021-07-18,9657.92,Home
1423,Streaming Service,2021-07-18,2590.25,Entertainment
1424,Groceries,2021-07-21,5271.49,Food
1425,Cafe,2021-07-19,7175.91,Food
1426,Theater,2021-07-05,8050.98,Entertainment
1427,Music Festival,2021-07-27,9087.94,Entertainment
1428,Football,2021-07-10,7709.01,Sports
1429,Charity,2021-07-20,3091.69,Others
1430,Taxi,2021-07-15,9714.90,Transportation
1431,Phone Bill,2021-07-14,8515.50,Communication
1432,Pet,2021-07-27,4530.02,Others
1433,Rent,2021-07-05,5596.11,Home
1434,Gym,2021-07-23,3722.67,Sports
1435,Vegetables,2021-07-21,3367.39,Food
1436,Swimming,2021-07-01,2793.88,Sports
1437,Jacket,2021-07-06,3366.80,Clothing
1438,Parking,2021-07-04,6985.84,Transportation
1439,Cruise,2021-07-11,8232.45,Travel
1440,Cruise,2021-07-08,2472.91,Travel
1441,Flight,2021-07-02,2103.26,Travel
1442,Running,2021-07-07,4199.01,Sports
1443,SIM Card,2021-07-25,2488.66,Communication
1444,Postage,2021-07-12,441.10,Communication
1445,Fuel,2021-07-11,3207.35,Travel
1446,Sports Event,2021-07-28,2562.96,Entertainment
1447,Pen,2021-07-27,6056.86,Education
1448,Lottery,2021-07-08,197.19,Others
1449,Fuel,2021-07-20,8583.04,Travel
1450,Jeans,2021-07-16,1157.95,Clothing
1451,Maintenance,2021-07-16,1590.27,Home
1452,Lottery,2021-07-07,9480.46,Others
1453,Toll,2021-07-15,8773.93,Transportation
1454,Fitness Class,2021-07-01,1883.42,Sports
1455,Insurance,2021-07-23,6652.84,Medical
1456,VPN,2021-07-22,5390.89,Communication
1457,Shoes,2021-07-22,8853.45,Clothing
1458,Internet,2021-07-16,6702.93,Home
1459,Dress,2021-07-02,5381.90,Clothing
1460,Notebook,2021-07-25,7037.41,Education
1461,Amusement Park,2021-07-12,3607.04,Entertainment
1462,Roaming,2021-07-09,8903.86,Communication
1463,Hotel,2021-07-20,4294.98,Travel
1464,Appliance,2021-07-13,7269.88,Home
1465,Streaming Service,2021-07-04,7535.78,Entertainment
1466,Stationery,2021-07-16,2689.49,Education
1467,Restaurant,2021-07-22,290.10,Food
1468,Online Course,2021-07-24,1531.42,Education
1469,Calling Card,2021-07-15,640.42,Communication
1470,Toll,2021-07-07,9649.72,Transportation
1471,Medicine,2021-07-04,1802.18,Medical
1472,Stationery,2021-07-25,170.44,Education
1473,Fuel,2021-07-19,8279.00,Transportation
1474,Sports Event,2021-07-23,1773.53,Entertainment
1475,Water Bill,2021-07-26,9348.94,Home
1476,Concert,2021-07-07,9725.46,Entertainment
1477,Scooter,2021-07-16,4951.35,Transportation
1478,Internet,2021-07-15,9840.69,Communication
1479,Theater,2021-07-10,3319.70,Entertainment
1480,Scooter,2021-07-14,9356.20,Transportation
1481,Maintenance,2021-07-25,8621.26,Home
1482,Stationery,2021-07-17,3471.14,Education
1483,Fitness Class,2021-07-10,4628.73,Sports
1484,Cruise,2021-07-11,456.58,Travel
1485,Internet,2021-07-17,4758.17,Communication
1486,Toll,2021-07-16,8777.40,Travel
1487,Hotel,2021-07-16,1205.18,Travel
1488,Gift,2021-07-04,4183.69,Others
1489,Rental Car,2021-07-22,5486.83,Travel
1490,Rental Car,2021-07-13,5168.68,Travel
1491,Backpack,2021-07-11,8734.31,Education
1492,Security,2021-07-21,8673.70,Others
1493,Bus,2021-07-19,8590.44,Transportation
1494,Stationery,2021-07-23,6297.07,Education
1495,Shirt,2021-07-27,5881.63,Clothing
1496,Online Course,2021-07-04,9233.08,Education
1497,Equipment,2021-07-23,9723.53,Sports
1498,Medicine,2021-07-10,1594.11,Medical
1499,Internet,2021-07-12,3195.44,Home
1500,Train,2021-07-16,9785.93,Travel
1501,Restaurant,2021-08-15,3191.28,Food
1502,Movie,2021-08-16,1934.20,Entertainment
1503,Pet,2021-08-03,5162.16,Others
1504,Music Festival,2021-08-08,204.04,Entertainment
1505,Snacks,2021-08-02,6734.26,Food
1506,Rent,2021-08-17,446.87,Home
1507,Storage,2021-08-07,4832.87,Others
1508,Flight,2021-08-15,2067.97,Travel
1509,Theater,2021-08-16,3813.96,Entertainment
1510,VPN,2021-08-24,1183.46,Communication
1511,Jacket,2021-08-08,1883.46,Clothing
1512,Belt,2021-08-25,2561.04,Clothing
1513,Calling Card,2021-08-28,2491.77,Communication
1514,Parking,2021-08-13,8010.65,Transportation
1515,Drinks,2021-08-24,8833.11,Food
1516,Gym,2021-08-05,6574.14,Sports
1517,Pen,2021-08-01,8847.54,Education
1518,Calling Card,2021-08-01,318.21,Communication
1519,Surgery,2021-08-09,6066.45,Medical
1520,Bank Fee,2021-08-08,9284.74,Others
1521,Tuition,2021-08-06,6476.26,Education
1522,Insurance,2021-08-10,1070.80,Medical
1523,Stationery,2021-08-12,5498.45,Education
1524,Notebook,2021-08-16,1403.42,Education
1525,Scarf,2021-08-11,5432.09,Clothing
1526,Mortgage,2021-08-01,9362.29,Home
1527,Music Festival,2021-08-26,3489.76,Entertainment
1528,Tuition,2021-08-12,5270.72,Education
1529,Notebook,2021-08-15,3374.82,Education
1530,Streaming Service,2021-08-19,6760.35,Entertainment
1531,Fitness Class,2021-08-28,8655.70,Sports
1532,Football,2021-08-16,4584.67,Sports
1533,Toll,2021-08-08,479.84,Travel
1534,Train,2021-08-17,7674.68,Transportation
1535,Mobile Recharge,2021-08-04,5216.47,Communication
1536,Parking,2021-08-13,7010.39,Transportation
1537,Cruise,2021-08-18,3980.60,Travel
1538,Appliance,2021-08-28,5767.44,Home
1539,Ride Sharing,2021-08-20,5545.87,Transportation
1540,Swimming,2021-08-07,1801.99,Sports
1541,Drinks,2021-08-14,2978.55,Food
1542,Train,2021-08-04,3900.08,Transportation
1543,Belt,2021-08-26,4740.57,Clothing
1544,Postage,2021-08-17,218.11,Communication
1545,Calling Card,2021-08-18,6223.01,Communication
1546,Sports Event,2021-08-01,6986.03,Entertainment
1547,Cycling,2021-08-28,1546.68,Sports
1548,Seminar,2021-08-02,545.01,Education
1549,Fuel,2021-08-02,8288.07,Travel
1550,Rent,2021-08-26,5284.41,Home
1551,Fast Food,2021-08-04,298.32,Food
1552,Dress,2021-08-16,4187.45,Clothing
1553,Parking,2021-08-21,7788.68,Transportation
1554,Equipment,2021-08-06,4562.00,Sports
1555,Water Bill,2021-08-18,6196.38,Home
1556,Fast Food,2021-08-12,5964.24,Food
1557,Gym,2021-08-20,5856.64,Sports
1558,Dress,2021-08-27,405.90,Clothing
1559,Streaming Service,2021-08-12,8798.58,Entertainment
1560,Storage,2021-08-06,7898.54,Others
1561,Tennis,2021-08-10,5131.96,Sports
1562,Jacket,2021-08-16,9839.06,Clothing
1563,Mortgage,2021-08-22,5183.19,Home
1564,Rent,2021-08-10,7787.76,Home
1565,Bicycle,2021-08-05,407.46,Transportation
1566,Charity,2021-08-19,9782.54,Others
1567,Yoga,2021-08-20,2537.62,Sports
1568,Taxi,2021-08-26,6177.32,Travel
1569,Scooter,2021-08-14,5221.80,Transportation
1570,SIM Card,2021-08-12,632.05,Communication
1571,Karaoke,2021-08-03,9011.81,Entertainment
1572,Security,2021-08-11,7594.43,Others
1573,Scarf,2021-08-23,586.56,Clothing
1574,Donation,2021-08-25,3020.87,Others
1575,Rental Car,2021-08-12,2440.28,Travel
1576,Dental Check,2021-08-15,1504.76,Medical
1577,Swimming,2021-08-10,3142.93,Sports
1578,Security,2021-08-06,4591.27,Others
1579,Football,2021-08-09,4106.40,Sports
1580,Exam Fee,2021-08-19,394.22,Education
1581,Train,2021-08-28,8982.93,Travel
1582,Electricity,2021-08-02,9348.06,Home
1583,Metro,2021-08-07,2858.44,Transportation
1584,Tuition,2021-08-14,4755.33,Education
1585,Notebook,2021-08-07,5398.77,Education
1586,Pen,2021-08-06,3185.11,Education
1587,Internet,2021-08-22,1512.62,Communication
1588,Electricity,2021-08-07,6677.45,Home
1589,Belt,2021-08-04,4568.04,Clothing
1590,Subscription,2021-08-25,6616.60,Communication
1591,Postage,2021-08-27,1673.66,Communication
1592,Concert,2021-08-22,4560.21,Entertainment
1593,Maintenance,2021-08-21,3555.11,Home
1594,Seminar,2021-08-21,5047.49,Education
1595,Amusement Park,2021-08-01,9910.43,Entertainment
1596,Theater,2021-08-06,7537.45,Entertainment
1597,Basketball,2021-08-10,4919.26,Sports
1598,Electricity,2021-08-22,4327.18,Home
1599,Yoga,2021-08-19,8966.50,Sports
1600,VPN,2021-08-23,3516.94,Communication
1601,Hospital Bill,2021-09-12,9044.91,Medical
1602,Eye Exam,2021-09-09,9368.94,Medical
1603,Water Bill,2021-09-01,8665.95,Home
1604,Game,2021-09-11,2459.75,Entertainment
1605,Football,2021-09-23,3706.28,Sports
1606,Health Check,2021-09-01,3470.81,Medical
1607,Belt,2021-09-21,6283.96,Clothing
1608,Therapy,2021-09-22,7089.33,Medical
1609,Jacket,2021-09-11,1068.14,Clothing
1610,Security,2021-09-16,9167.10,Others
1611,Charity,2021-09-21,1623.40,Others
1612,Jacket,2021-09-01,2819.53,Clothing
1613,Travel Insurance,2021-09-10,6913.71,Travel
1614,Notebook,2021-09-23,2395.92,Education
1615,Seminar,2021-09-14,328.69,Education
1616,Hospital Bill,2021-09-10,2847.65,Medical
1617,Doctor Visit,2021-09-07,1604.23,Medical
1618,Fitness Class,2021-09-26,9401.41,Sports
1619,Club,2021-09-20,2785.35,Entertainment
1620,Furniture,2021-09-18,5570.13,Home
1621,Hospital Bill,2021-09-16,7975.12,Medical
1622,Shirt,2021-09-01,3054.88,Clothing
1623,SIM Card,2021-09-24,1026.44,Communication
1624,Football,2021-09-27,1781.68,Sports
1625,Therapy,2021-09-24,8933.92,Medical
1626,Travel Insurance,2021-09-14,3090.63,Travel
1627,Stationery,2021-09-02,4083.28,Education
1628,Pen,2021-09-12,8799.16,Education
1629,Coat,2021-09-14,1112.17,Clothing
1630,Workshop,2021-09-14,7909.25,Education
1631,Streaming Service,2021-09-07,2034.72,Entertainment
1632,Backpack,2021-09-16,8486.34,Education
1633,Charity,2021-09-08,4429.26,Others
1634,Phone Bill,2021-09-08,7694.58,Communication
1635,Furniture,2021-09-16,6676.00,Home
1636,Security,2021-09-25,6107.07,Others
1637,Online Course,2021-09-15,2182.58,Education
1638,Theater,2021-09-08,60.47,Entertainment
1639,Dress,2021-09-07,192.40,Clothing
1640,Appliance,2021-09-19,8060.88,Home
1641,Sports Event,2021-09-19,8505.20,Entertainment
1642,Yoga,2021-09-08,8465.47,Sports
1643,Drinks,2021-09-05,998.78,Food
1644,Mortgage,2021-09-23,2265.96,Home
1645,Travel Insurance,2021-09-07,4571.75,Travel
1646,Water Bill,2021-09-11,191.11,Home
1647,Backpack,2021-09-18,280.67,Education
1648,Travel Insurance,2021-09-25,4411.55,Travel
1649,Therapy,2021-09-20,4374.12,Medical
1650,Accessories,2021-09-18,4591.65,Others
1651,Workshop,2021-09-14,2802.20,Education
1652,Meat,2021-09-07,3089.06,Food
1653,Storage,2021-09-14,620.30,Others
1654,Gift,2021-09-19,5685.95,Others
1655,Amusement Park,2021-09-02,2073.66,Entertainment
1656,Donation,2021-09-20,6199.87,Others
1657,Doctor Visit,2021-09-06,4644.40,Medical
1658,Fuel,2021-09-21,7251.11,Travel
1659,Insurance,2021-09-15,2793.67,Medical
1660,Dental Check,2021-09-17,1383.91,Medical
1661,Insurance,2021-09-02,6591.43,Medical
1662,Therapy,2021-09-05,223.52,Medical
1663,Cafe,2021-09-12,3790.40,Food
1664,Club,2021-09-23,3750.41,Entertainment
1665,Gas,2021-09-25,1161.25,Home
1666,Maintenance,2021-09-24,7152.49,Home
1667,Ride Sharing,2021-09-20,969.07,Transportation
1668,Rental Car,2021-09-03,8485.12,Travel
1669,Postage,2021-09-07,518.23,Communication
1670,Electricity,2021-09-21,2746.90,Home
1671,Coat,2021-09-05,8083.65,Clothing
1672,Bus,2021-09-20,6577.81,Transportation
1673,Stationery,2021-09-02,7391.85,Education
1674,Drinks,2021-09-15,2715.43,Food
1675,Jeans,2021-09-23,6476.22,Clothing
1676,Toll,2021-09-10,2530.76,Transportation
1677,Seminar,2021-09-17,8287.17,Education
1678,Bicycle,2021-09-21,594.61,Transportation
1679,Streaming Service,2021-09-23,2174.89,Entertainment
1680,Toll,2021-09-01,6379.25,Transportation
1681,Bus,2021-09-10,8090.41,Transportation
1682,Groceries,2021-09-09,619.07,Food
1683,Game,2021-09-19,3811.44,Entertainment
1684,Swimming,2021-09-02,8795.36,Sports
1685,Health Check,2021-09-09,7832.39,Medical
1686,Belt,2021-09-09,8875.17,Clothing
1687,Train,2021-09-07,2097.96,Transportation
1688,Eye Exam,2021-09-25,2056.02,Medical
1689,Snacks,2021-09-08,3215.26,Food
1690,Books,2021-09-01,1784.53,Education
1691,Metro,2021-09-19,4399.49,Transportation
1692,Swimming,2021-09-11,9860.52,Sports
1693,Scooter,2021-09-15,8884.49,Transportation
1694,Storage,2021-09-20,5088.65,Others
1695,Theater,2021-09-21,4802.23,Entertainment
1696,VPN,2021-09-02,911.60,Communication
1697,Cafe,2021-09-21,5970.24,Food
1698,Toll,2021-09-17,5988.20,Travel
1699,Visa Fee,2021-09-04,6650.39,Travel
1700,Doctor Visit,2021-09-01,7603.68,Medical
1701,Cycling,2021-10-16,1605.88,Sports
1702,Jeans,2021-10-15,3346.23,Clothing
1703,Game,2021-10-02,4256.50,Entertainment
1704,Backpack,2021-10-26,5218.11,Education
1705,Flight,2021-10-16,110.95,Travel
1706,Theater,2021-10-20,6823.38,Entertainment
1707,Belt,2021-10-13,3872.52,Clothing
1708,Roaming,2021-10-25,4794.57,Communication
1709,Cycling,2021-10-28,3717.37,Sports
1710,Rent,2021-10-28,6020.99,Home
1711,Seminar,2021-10-04,9009.05,Education
1712,Equipment,2021-10-28,3586.16,Sports
1713,Cruise,2021-10-26,1618.85,Travel
1714,Gas,2021-10-06,4569.53,Home
1715,Fuel,2021-10-19,1371.24,Transportation
1716,Train,2021-10-06,1192.62,Transportation
1717,Backpack,2021-10-26,3373.08,Education
1718,Delivery,2021-10-03,7787.76,Food
1719,Coat,2021-10-15,8697.67,Clothing
1720,Yoga,2021-10-12,5668.46,Sports
1721,Notebook,2021-10-23,4897.90,Education
1722,Streaming Service,2021-10-20,8334.54,Entertainment
1723,Rent,2021-10-08,9457.77,Home
1724,Jeans,2021-10-14,6193.44,Clothing
1725,Cleaning,2021-10-16,8461.80,Home
1726,Surgery,2021-10-25,2120.82,Medical
1727,Delivery,2021-10-03,8806.89,Food
1728,Accessories,2021-10-12,2172.38,Others
1729,Postage,2021-10-24,464.34,Communication
1730,Rent,2021-10-14,2906.40,Home
1731,Football,2021-10-15,8180.44,Sports
1732,Fast Food,2021-10-14,2444.40,Food
1733,Delivery,2021-10-26,5865.74,Food
1734,Gym,2021-10-24,9927.50,Sports
1735,Storage,2021-10-28,4653.00,Others
1736,Laundry,2021-10-11,3439.08,Others
1737,Club,2021-10-14,2451.73,Entertainment
1738,Mortgage,2021-10-18,5577.01,Home
1739,Mobile Recharge,2021-10-17,8234.77,Communication
1740,Restaurant,2021-10-12,868.22,Food
1741,Toll,2021-10-19,9379.64,Travel
1742,Cycling,2021-10-14,4168.47,Sports
1743,Medicine,2021-10-12,2198.88,Medical
1744,Snacks,2021-10-01,3037.53,Food
1745,Subscription,2021-10-18,7925.95,Communication
1746,Medicine,2021-10-23,4759.96,Medical
1747,Electricity,2021-10-11,1018.57,Home
1748,Roaming,2021-10-21,9162.46,Communication
1749,Belt,2021-10-16,8723.64,Clothing
1750,Health Check,2021-10-15,4433.27,Medical
1751,Cafe,2021-10-27,4582.75,Food
1752,Dental Check,2021-10-06,7109.23,Medical
1753,Internet,2021-10-02,3183.04,Communication
1754,Gift,2021-10-21,4666.23,Others
1755,Theater,2021-10-25,5000.40,Entertainment
1756,Cruise,2021-10-14,4080.86,Travel
1757,Water Bill,2021-10-25,5223.90,Home
1758,Cruise,2021-10-20,2765.00,Travel
1759,Fast Food,2021-10-20,782.31,Food
1760,Swimming,2021-10-28,5644.52,Sports
1761,Toll,2021-10-13,696.50,Transportation
1762,Taxi,2021-10-13,5897.43,Transportation
1763,Notebook,2021-10-12,2903.87,Education
1764,Game,2021-10-04,2689.72,Entertainment
1765,Bicycle,2021-10-19,6637.17,Transportation
1766,Eye Exam,2021-10-15,9037.03,Medical
1767,Postage,2021-10-14,2647.56,Communication
1768,Eye Exam,2021-10-03,1707.98,Medical
1769,Seminar,2021-10-06,2743.63,Education
1770,VPN,2021-10-14,7500.38,Communication
1771,Shoes,2021-10-26,2596.78,Clothing
1772,Surgery,2021-10-07,9603.43,Medical
1773,Belt,2021-10-10,3605.55,Clothing
1774,Scooter,2021-10-13,1339.88,Transportation
1775,VPN,2021-10-28,3400.17,Communication
1776,Concert,2021-10-23,8902.07,Entertainment
1777,Movie,2021-10-17,4195.89,Entertainment
1778,Taxi,2021-10-17,8288.62,Transportation
1779,Cycling,2021-10-06,5382.14,Sports
1780,Security,2021-10-16,1232.61,Others
1781,Concert,2021-10-24,3827.45,Entertainment
1782,Rental Car,2021-10-14,3293.13,Travel
1783,Scarf,2021-10-09,7300.19,Clothing
1784,Scooter,2021-10-24,8357.31,Transportation
1785,Cleaning,2021-10-15,4845.76,Home
1786,Hat,2021-10-19,8243.16,Clothing
1787,Delivery,2021-10-26,4680.12,Food
1788,Hospital Bill,2021-10-28,4353.91,Medical
1789,Security,2021-10-03,7447.28,Others
1790,Phone Bill,2021-10-15,8685.68,Communication
1791,Storage,2021-10-19,4632.99,Others
1792,Equipment,2021-10-02,8124.23,Sports
1793,Game,2021-10-01,803.22,Entertainment
1794,Game,2021-10-19,3696.41,Entertainment
1795,Cleaning,2021-10-27,9015.20,Home
1796,Toll,2021-10-08,7344.35,Travel
1797,Internet,2021-10-09,5643.00,Home
1798,Scarf,2021-10-09,1181.33,Clothing
1799,Mobile Recharge,2021-10-06,1273.73,Communication
1800,Movie,2021-10-28,4568.88,Entertainment
1801,Roaming,2021-11-02,5761.01,Communication
1802,Jacket,2021-11-21,9760.11,Clothing
1803,Scarf,2021-11-13,3090.58,Clothing
1804,Train,2021-11-28,5226.13,Travel
1805,Meat,2021-11-22,6650.78,Food
1806,Bus,2021-11-26,6848.99,Transportation
1807,Mobile Recharge,2021-11-28,1171.02,Communication
1808,Fruits,2021-11-17,4872.11,Food
1809,Hospital Bill,2021-11-04,3731.60,Medical
1810,Equipment,2021-11-13,5310.71,Sports
1811,Travel Insurance,2021-11-11,3854.13,Travel
1812,Streaming Service,2021-11-04,1267.76,Entertainment
1813,Train,2021-11-10,4654.42,Travel
1814,Parking,2021-11-23,4868.32,Transportation
1815,Surgery,2021-11-15,737.13,Medical
1816,Taxi,2021-11-09,7976.17,Travel
1817,Bank Fee,2021-11-04,3146.09,Others
1818,Donation,2021-11-04,259.08,Others
1819,Internet,2021-11-20,6550.80,Home
1820,Taxi,2021-11-02,8201.81,Transportation
1821,Football,2021-11-11,3607.05,Sports
1822,Gas,2021-11-21,5845.38,Home
1823,Belt,2021-11-13,8617.50,Clothing
1824,Jeans,2021-11-10,9942.00,Clothing
1825,Notebook,2021-11-02,6955.01,Education
1826,Fruits,2021-11-02,5524.05,Food
1827,Rent,2021-11-07,1823.46,Home
1828,Gift,2021-11-06,4761.99,Others
1829,Mortgage,2021-11-12,8829.00,Home
1830,Rental Car,2021-11-05,118.48,Travel
1831,Internet,2021-11-10,4515.63,Communication
1832,Accessories,2021-11-12,7160.25,Others
1833,Rental Car,2021-11-09,604.40,Travel
1834,Stationery,2021-11-04,1932.39,Education
1835,Pet,2021-11-14,2420.33,Others
1836,Tennis,2021-11-17,4572.96,Sports
1837,Shoes,2021-11-19,4792.55,Clothing
1838,Pet,2021-11-25,3858.84,Others
1839,Donation,2021-11-09,4564.36,Others
1840,Flight,2021-11-25,5022.65,Travel
1841,Shirt,2021-11-24,185.24,Clothing
1842,Jacket,2021-11-15,1825.11,Clothing
1843,Hospital Bill,2021-11-01,2603.75,Medical
1844,Shirt,2021-11-01,4189.61,Clothing
1845,Dental Check,2021-11-07,2665.64,Medical
1846,Security,2021-11-02,8793.39,Others
1847,Fuel,2021-11-04,4059.29,Travel
1848,Swimming,2021-11-10,9394.51,Sports
1849,Flight,2021-11-04,3180.27,Travel
1850,VPN,2021-11-04,2448.15,Communication
1851,Club,2021-11-24,7020.61,Entertainment
1852,Data Plan,2021-11-15,8961.52,Communication
1853,Basketball,2021-11-21,1029.20,Sports
1854,Pet,2021-11-06,1391.04,Others
1855,Scarf,2021-11-04,6725.61,Clothing
1856,Yoga,2021-11-19,7359.56,Sports
1857,Meat,2021-11-23,9390.75,Food
1858,SIM Card,2021-11-25,8281.90,Communication
1859,Streaming Service,2021-11-01,6422.83,Entertainment
1860,Exam Fee,2021-11-28,3965.80,Education
1861,Groceries,2021-11-01,6083.68,Food
1862,Cruise,2021-11-25,3365.27,Travel
1863,Hat,2021-11-25,6660.65,Clothing
1864,Fruits,2021-11-18,8274.32,Food
1865,Metro,2021-11-25,2697.62,Transportation
1866,Shirt,2021-11-11,4775.61,Clothing
1867,Furniture,2021-11-10,8773.92,Home
1868,Jacket,2021-11-06,4890.28,Clothing
1869,Online Course,2021-11-01,1725.17,Education
1870,Furniture,2021-11-04,9260.79,Home
1871,Accessories,2021-11-17,9039.85,Others
1872,Calling Card,2021-11-04,7999.47,Communication
1873,Mortgage,2021-11-04,2238.32,Home
1874,Surgery,2021-11-27,4925.03,Medical
1875,Rent,2021-11-06,2101.67,Home
1876,Club,2021-11-27,682.45,Entertainment
