date,company,category,price,change
2025-05-21,Apple Store,E-commerce,75324.6,0.126
2025-05-22,Apple Store,E-commerce,80890.5,0.074
2025-05-23,Apple Store,E-commerce,69974.1,-0.135
2025-05-24,Apple Store,E-commerce,81475.8,0.164
2025-05-25,Apple Store,E-commerce,91987.4,0.129
2025-05-26,Apple Store,E-commerce,108537.7,0.18
2025-05-27,Apple Store,E-commerce,118337.3,0.09
2025-05-28,Apple Store,E-commerce,123705.9,0.045
2025-05-29,Apple Store,E-commerce,119660.3,-0.033
2025-05-30,Apple Store,E-commerce,140372.5,0.173
2025-05-31,Apple Store,E-commerce,160926.6,0.146
2025-06-01,Apple Store,E-commerce,131652.0,-0.182
2025-06-02,Apple Store,E-commerce,106710.1,-0.189
2025-06-03,Apple Store,E-commerce,101437.1,-0.049
2025-06-04,Apple Store,E-commerce,114037.8,0.124
2025-06-05,Apple Store,E-commerce,136264.9,0.195
2025-06-06,Apple Store,E-commerce,117210.5,-0.14
2025-06-07,Apple Store,E-commerce,121623.8,0.038
2025-06-08,Apple Store,E-commerce,115829.2,-0.048
2025-06-09,Apple Store,E-commerce,137601.1,0.188
2025-06-10,Apple Store,E-commerce,156431.5,0.137
2025-06-11,Apple Store,E-commerce,177601.6,0.135
2025-06-12,Apple Store,E-commerce,175377.5,-0.013
2025-06-13,Apple Store,E-commerce,169402.0,-0.034
2025-06-14,Apple Store,E-commerce,154047.9,-0.091
2025-06-15,Apple Store,E-commerce,126712.1,-0.177
2025-06-16,Apple Store,E-commerce,145198.0,0.146
2025-06-17,Apple Store,E-commerce,163371.1,0.125
2025-06-18,Apple Store,E-commerce,196026.8,0.2
2025-06-19,Apple Store,E-commerce,234968.5,0.199
2025-06-20,Apple Store,E-commerce,240178.4,0.022
2025-06-21,Apple Store,E-commerce,266020.4,0.108
2025-06-22,Apple Store,E-commerce,313347.1,0.178
2025-06-23,Apple Store,E-commerce,357171.5,0.14
2025-06-24,Apple Store,E-commerce,321075.5,-0.101
2025-06-25,Apple Store,E-commerce,314723.8,-0.02
2025-06-26,Apple Store,E-commerce,268038.9,-0.148
2025-06-27,Apple Store,E-commerce,316720.2,0.182
2025-06-28,Apple Store,E-commerce,330171.3,0.042
2025-06-29,Apple Store,E-commerce,294333.5,-0.109
2025-06-30,Apple Store,E-commerce,314548.4,0.069
2025-07-01,Apple Store,E-commerce,329411.3,0.047
2025-07-02,Apple Store,E-commerce,310722.1,-0.057
2025-07-03,Apple Store,E-commerce,262691.7,-0.155
2025-07-04,Apple Store,E-commerce,280720.0,0.069
2025-07-05,Apple Store,E-commerce,283000.3,0.008
2025-07-06,Apple Store,E-commerce,313826.8,0.109
2025-07-07,Apple Store,E-commerce,316357.9,0.008
2025-07-08,Apple Store,E-commerce,360924.1,0.141
2025-07-09,Apple Store,E-commerce,368417.9,0.021
2025-07-10,Apple Store,E-commerce,377398.1,0.024
2025-07-11,Apple Store,E-commerce,434257.5,0.151
2025-07-12,Apple Store,E-commerce,417492.1,-0.039
2025-07-13,Apple Store,E-commerce,356373.8,-0.146
2025-07-14,Apple Store,E-commerce,289202.0,-0.188
2025-07-15,Apple Store,E-commerce,318716.5,0.102
2025-07-16,Apple Store,E-commerce,334054.4,0.048
2025-07-17,Apple Store,E-commerce,361323.9,0.082
2025-07-18,Apple Store,E-commerce,319838.7,-0.115
2025-07-19,Apple Store,E-commerce,273317.7,-0.145
2025-07-20,Apple Store,E-commerce,220244.3,-0.194
2025-07-21,Apple Store,E-commerce,207081.4,-0.06
2025-07-22,Apple Store,E-commerce,214529.5,0.036
2025-07-23,Apple Store,E-commerce,205282.8,-0.043
2025-07-24,Apple Store,E-commerce,200148.6,-0.025
2025-07-25,Apple Store,E-commerce,232505.4,0.162
2025-07-26,Apple Store,E-commerce,218392.8,-0.061
2025-07-27,Apple Store,E-commerce,219614.9,0.006
2025-07-28,Apple Store,E-commerce,244532.7,0.113
2025-07-29,Apple Store,E-commerce,234413.2,-0.041
2025-07-30,Apple Store,E-commerce,245860.7,0.049
2025-07-31,Apple Store,E-commerce,281497.1,0.145
2025-08-01,Apple Store,E-commerce,332112.6,0.18
2025-08-02,Apple Store,E-commerce,285228.0,-0.141
2025-08-03,Apple Store,E-commerce,333897.9,0.171
2025-08-04,Apple Store,E-commerce,332845.0,-0.003
2025-08-05,Apple Store,E-commerce,300658.1,-0.097
2025-08-06,Apple Store,E-commerce,295743.7,-0.016
2025-08-07,Apple Store,E-commerce,352530.3,0.192
2025-08-08,Apple Store,E-commerce,351489.4,-0.003
2025-08-09,Apple Store,E-commerce,327412.6,-0.068
2025-08-10,Apple Store,E-commerce,344883.4,0.053
2025-08-11,Apple Store,E-commerce,309035.6,-0.104
2025-08-12,Apple Store,E-commerce,256606.3,-0.17
2025-08-13,Apple Store,E-commerce,218513.6,-0.148
2025-08-14,Apple Store,E-commerce,186002.8,-0.149
2025-08-15,Apple Store,E-commerce,160103.9,-0.139
2025-08-16,Apple Store,E-commerce,136973.9,-0.144
2025-08-17,Apple Store,E-commerce,144692.3,0.056
2025-08-18,Apple Store,E-commerce,126280.5,-0.127
2025-08-19,Apple Store,E-commerce,118484.8,-0.062
2025-08-20,Apple Store,E-commerce,137290.2,0.159
2025-08-21,Apple Store,E-commerce,135860.3,-0.01
2025-08-22,Apple Store,E-commerce,144966.1,0.067
2025-08-23,Apple Store,E-commerce,125965.1,-0.131
2025-08-24,Apple Store,E-commerce,110460.7,-0.123
2025-08-25,Apple Store,E-commerce,90174.3,-0.184
2025-08-26,Apple Store,E-commerce,78232.9,-0.132
2025-08-27,Apple Store,E-commerce,71304.3,-0.089
2025-08-28,Apple Store,E-commerce,62092.1,-0.129
2025-08-29,Apple Store,E-commerce,51876.8,-0.165
2025-08-30,Apple Store,E-commerce,44004.7,-0.152
2025-08-31,Apple Store,E-commerce,43314.3,-0.016
2025-09-01,Apple Store,E-commerce,38226.3,-0.117
2025-09-02,Apple Store,E-commerce,36150.9,-0.054
2025-09-03,Apple Store,E-commerce,36200.4,0.001
2025-09-04,Apple Store,E-commerce,38957.3,0.076
2025-09-05,Apple Store,E-commerce,31778.4,-0.184
2025-09-06,Apple Store,E-commerce,35584.4,0.12
2025-09-07,Apple Store,E-commerce,37404.9,0.051
2025-09-08,Apple Store,E-commerce,31147.2,-0.167
2025-09-09,Apple Store,E-commerce,35801.5,0.149
2025-09-10,Apple Store,E-commerce,41828.7,0.168
2025-09-11,Apple Store,E-commerce,34484.9,-0.176
2025-09-12,Apple Store,E-commerce,31407.1,-0.089
2025-09-13,Apple Store,E-commerce,35253.9,0.122
2025-09-14,Apple Store,E-commerce,38754.7,0.099
2025-09-15,Apple Store,E-commerce,33864.2,-0.126
2025-09-16,Apple Store,E-commerce,29927.2,-0.116
2025-09-17,Apple Store,E-commerce,28376.6,-0.052
2025-09-18,Apple Store,E-commerce,28200.9,-0.006
2025-09-19,Apple Store,E-commerce,29534.9,0.047
2025-09-20,Apple Store,E-commerce,27986.2,-0.052
2025-09-21,Apple Store,E-commerce,27566.8,-0.015
2025-09-22,Apple Store,E-commerce,30295.6,0.099
2025-09-23,Apple Store,E-commerce,24681.0,-0.185
2025-09-24,Apple Store,E-commerce,22237.0,-0.099
2025-09-25,Apple Store,E-commerce,24134.7,0.085
2025-09-26,Apple Store,E-commerce,27950.0,0.158
2025-09-27,Apple Store,E-commerce,28080.5,0.005
2025-09-28,Apple Store,E-commerce,28441.2,0.013
2025-09-29,Apple Store,E-commerce,23972.2,-0.157
2025-09-30,Apple Store,E-commerce,23468.0,-0.021
2025-10-01,Apple Store,E-commerce,23774.1,0.013
2025-10-02,Apple Store,E-commerce,21325.1,-0.103
2025-10-03,Apple Store,E-commerce,19356.8,-0.092
2025-10-04,Apple Store,E-commerce,18406.6,-0.049
2025-10-05,Apple Store,E-commerce,14873.1,-0.192
2025-10-06,Apple Store,E-commerce,13814.6,-0.071
2025-10-07,Apple Store,E-commerce,12220.1,-0.115
2025-10-08,Apple Store,E-commerce,11376.9,-0.069
2025-10-09,Apple Store,E-commerce,9646.5,-0.152
2025-10-10,Apple Store,E-commerce,11153.4,0.156
2025-10-11,Apple Store,E-commerce,11571.0,0.037
2025-10-12,Apple Store,E-commerce,12399.9,0.072
2025-10-13,Apple Store,E-commerce,13834.2,0.116
2025-10-14,Apple Store,E-commerce,13825.6,-0.001
2025-10-15,Apple Store,E-commerce,11541.1,-0.165
2025-10-16,Apple Store,E-commerce,11712.4,0.015
2025-10-17,Apple Store,E-commerce,12119.3,0.035
2025-10-18,Apple Store,E-commerce,13309.1,0.098
2025-10-19,Apple Store,E-commerce,12945.3,-0.027
2025-10-20,Apple Store,E-commerce,11016.9,-0.149
2025-10-21,Apple Store,E-commerce,10064.0,-0.086
2025-10-22,Apple Store,E-commerce,9512.8,-0.055
2025-10-23,Apple Store,E-commerce,10068.1,0.058
2025-10-24,Apple Store,E-commerce,10353.1,0.028
2025-10-25,Apple Store,E-commerce,9757.2,-0.058
2025-10-26,Apple Store,E-commerce,11656.0,0.195
2025-10-27,Apple Store,E-commerce,12149.1,0.042
2025-10-28,Apple Store,E-commerce,10872.2,-0.105
2025-10-29,Apple Store,E-commerce,9140.4,-0.159
2025-10-30,Apple Store,E-commerce,7871.2,-0.139
2025-10-31,Apple Store,E-commerce,7071.3,-0.102
2025-11-01,Apple Store,E-commerce,6111.6,-0.136
2025-11-02,Apple Store,E-commerce,5345.3,-0.125
2025-11-03,Apple Store,E-commerce,4885.8,-0.086
2025-11-04,Apple Store,E-commerce,4247.5,-0.131
2025-11-05,Apple Store,E-commerce,4921.6,0.159
2025-11-06,Apple Store,E-commerce,4095.2,-0.168
2025-11-07,Apple Store,E-commerce,4135.4,0.01
2025-11-08,Apple Store,E-commerce,3987.2,-0.036
2025-11-09,Apple Store,E-commerce,4756.5,0.193
2025-11-10,Apple Store,E-commerce,4018.4,-0.155
2025-11-11,Apple Store,E-commerce,3854.2,-0.041
2025-11-12,Apple Store,E-commerce,4577.9,0.188
2025-11-13,Apple Store,E-commerce,5247.3,0.146
2025-11-14,Apple Store,E-commerce,5912.8,0.127
2025-11-15,Apple Store,E-commerce,5340.2,-0.097
2025-11-16,Apple Store,E-commerce,4637.2,-0.132
2025-11-17,Apple Store,E-commerce,4950.0,0.067
2025-11-18,Apple Store,E-commerce,5800.1,0.172
2025-11-19,Apple Store,E-commerce,5931.8,0.023
2025-11-20,Apple Store,E-commerce,6101.8,0.029
2025-11-21,Apple Store,E-commerce,5564.7,-0.088
2025-11-22,Apple Store,E-commerce,6164.6,0.108
2025-11-23,Apple Store,E-commerce,5392.9,-0.125
2025-11-24,Apple Store,E-commerce,5012.6,-0.071
2025-11-25,Apple Store,E-commerce,4863.1,-0.03
2025-11-26,Apple Store,E-commerce,4877.9,0.003
2025-11-27,Apple Store,E-commerce,4375.3,-0.103
2025-11-28,Apple Store,E-commerce,3701.2,-0.154
2025-11-29,Apple Store,E-commerce,3865.0,0.044
2025-11-30,Apple Store,E-commerce,3538.2,-0.085
2025-12-01,Apple Store,E-commerce,3653.2,0.032
2025-12-02,Apple Store,E-commerce,3148.1,-0.138
2025-12-03,Apple Store,E-commerce,3124.3,-0.008
2025-12-04,Apple Store,E-commerce,3165.1,0.013
2025-12-05,Apple Store,E-commerce,2597.7,-0.179
2025-12-06,Apple Store,E-commerce,2427.9,-0.065
2025-12-07,Apple Store,E-commerce,2072.8,-0.146
2025-12-08,Apple Store,E-commerce,1710.8,-0.175
2025-12-09,Apple Store,E-commerce,2046.1,0.196
2025-12-10,Apple Store,E-commerce,1900.7,-0.071
2025-12-11,Apple Store,E-commerce,2136.3,0.124
2025-12-12,Apple Store,E-commerce,1926.7,-0.098
2025-12-13,Apple Store,E-commerce,2066.5,0.073
2025-12-14,Apple Store,E-commerce,2281.6,0.104
2025-12-15,Apple Store,E-commerce,2368.9,0.038
2025-12-16,Apple Store,E-commerce,2342.0,-0.011
2025-12-17,Apple Store,E-commerce,2259.4,-0.035
2025-12-18,Apple Store,E-commerce,2122.8,-0.06
2025-12-19,Apple Store,E-commerce,2487.5,0.172
2025-12-20,Apple Store,E-commerce,2816.5,0.132
2025-12-21,Apple Store,E-commerce,3340.4,0.186
2025-12-22,Apple Store,E-commerce,2838.4,-0.15
2025-12-23,Apple Store,E-commerce,3100.5,0.092
2025-12-24,Apple Store,E-commerce,3644.2,0.175
2025-12-25,Apple Store,E-commerce,3179.5,-0.128
2025-12-26,Apple Store,E-commerce,2628.2,-0.173
2025-12-27,Apple Store,E-commerce,2881.7,0.096
2025-12-28,Apple Store,E-commerce,2967.5,0.03
2025-12-29,Apple Store,E-commerce,3373.3,0.137
2025-12-30,Apple Store,E-commerce,2887.2,-0.144
2025-12-31,Apple Store,E-commerce,3228.2,0.118
2025-01-01,Google,Technology,17938.0,
2025-01-02,Google,Technology,15797.1,-0.119
2025-01-03,Google,Technology,13671.8,-0.135
2025-01-04,Google,Technology,11835.8,-0.134
2025-01-05,Google,Technology,13325.1,0.126
2025-01-06,Google,Technology,14205.6,0.066
2025-01-07,Google,Technology,14336.6,0.009
2025-01-08,Google,Technology,13527.1,-0.056
2025-01-09,Google,Technology,15568.0,0.151
2025-01-10,Google,Technology,14898.3,-0.043
2025-01-11,Google,Technology,16785.0,0.127
2025-01-12,Google,Technology,16376.3,-0.024
2025-01-13,Google,Technology,15570.3,-0.049
2025-01-14,Google,Technology,15337.8,-0.015
2025-01-15,Google,Technology,14119.3,-0.079
2025-01-16,Google,Technology,15517.7,0.099
2025-01-17,Google,Technology,15534.6,0.001
2025-01-18,Google,Technology,13870.6,-0.107
2025-01-19,Google,Technology,16087.5,0.16
2025-01-20,Google,Technology,15340.4,-0.046
2025-01-21,Google,Technology,15607.6,0.017
2025-01-22,Google,Technology,18145.2,0.163
2025-01-23,Google,Technology,19047.0,0.05
2025-01-24,Google,Technology,16128.2,-0.153
2025-01-25,Google,Technology,18965.7,0.176
2025-01-26,Google,Technology,19934.5,0.051
2025-01-27,Google,Technology,18618.1,-0.066
2025-01-28,Google,Technology,15931.6,-0.144
2025-01-29,Google,Technology,17805.4,0.118
2025-01-30,Google,Technology,18660.5,0.048
2025-01-31,Google,Technology,18910.3,0.013
2025-02-01,Google,Technology,21889.7,0.158
2025-02-02,Google,Technology,24416.7,0.115
2025-02-03,Google,Technology,21014.7,-0.139
2025-02-04,Google,Technology,19432.1,-0.075
2025-02-05,Google,Technology,17477.1,-0.101
2025-02-06,Google,Technology,19182.5,0.098
2025-02-07,Google,Technology,15603.3,-0.187
2025-02-08,Google,Technology,16039.5,0.028
2025-02-09,Google,Technology,17723.4,0.105
2025-02-10,Google,Technology,20394.4,0.151
2025-02-11,Google,Technology,19106.1,-0.063
2025-02-12,Google,Technology,21561.3,0.129
2025-02-13,Google,Technology,18203.2,-0.156
2025-02-14,Google,Technology,20725.8,0.139
2025-02-15,Google,Technology,17637.6,-0.149
2025-02-16,Google,Technology,16912.9,-0.041
2025-02-17,Google,Technology,18924.2,0.119
2025-02-18,Google,Technology,16274.2,-0.14
2025-02-19,Google,Technology,14511.7,-0.108
2025-02-20,Google,Technology,15801.8,0.089
2025-02-21,Google,Technology,17192.6,0.088
2025-02-22,Google,Technology,18163.3,0.056
2025-02-23,Google,Technology,19572.4,0.078
2025-02-24,Google,Technology,19906.9,0.017
2025-02-25,Google,Technology,17930.5,-0.099
2025-02-26,Google,Technology,16823.8,-0.062
2025-02-27,Google,Technology,14681.1,-0.127
2025-02-28,Google,Technology,17079.7,0.163
2025-03-01,Google,Technology,17649.4,0.033
2025-03-02,Google,Technology,16949.5,-0.04
2025-03-03,Google,Technology,16691.9,-0.015
2025-03-04,Google,Technology,19678.3,0.179
2025-03-05,Google,Technology,16949.7,-0.139
2025-03-06,Google,Technology,17534.3,0.034
2025-03-07,Google,Technology,17575.6,0.002
2025-03-08,Google,Technology,18359.2,0.045
2025-03-09,Google,Technology,14820.3,-0.193
2025-03-10,Google,Technology,17026.3,0.149
2025-03-11,Google,Technology,19969.3,0.173
2025-03-12,Google,Technology,20489.6,0.026
2025-03-13,Google,Technology,22101.3,0.079
2025-03-14,Google,Technology,25836.4,0.169
2025-03-15,Google,Technology,27978.1,0.083
2025-03-16,Google,Technology,24089.6,-0.139
2025-03-17,Google,Technology,24824.7,0.031
2025-03-18,Google,Technology,25884.4,0.043
2025-03-19,Google,Technology,25098.8,-0.03
2025-03-20,Google,Technology,27472.6,0.095
2025-03-21,Google,Technology,32245.9,0.174
2025-03-22,Google,Technology,37735.0,0.17
2025-03-23,Google,Technology,36993.0,-0.02
2025-03-24,Google,Technology,31270.0,-0.155
2025-03-25,Google,Technology,37334.4,0.194
2025-03-26,Google,Technology,42395.4,0.136
2025-03-27,Google,Technology,36030.4,-0.15
2025-03-28,Google,Technology,42095.6,0.168
2025-03-29,Google,Technology,48324.0,0.148
2025-03-30,Google,Technology,48688.2,0.008
2025-03-31,Google,Technology,50465.8,0.037
2025-04-01,Google,Technology,48427.0,-0.04
2025-04-02,Google,Technology,39802.4,-0.178
2025-04-03,Google,Technology,37178.6,-0.066
2025-04-04,Google,Technology,41682.4,0.121
2025-04-05,Google,Technology,33423.2,-0.198
2025-04-06,Google,Technology,31197.2,-0.067
2025-04-07,Google,Technology,29926.4,-0.041
2025-04-08,Google,Technology,30374.1,0.015
2025-04-09,Google,Technology,35475.2,0.168
2025-04-10,Google,Technology,33294.8,-0.061
2025-04-11,Google,Technology,31256.5,-0.061
2025-04-12,Google,Technology,34225.9,0.095
2025-04-13,Google,Technology,33571.8,-0.019
2025-04-14,Google,Technology,29873.6,-0.11
2025-04-15,Google,Technology,29305.3,-0.019
2025-04-16,Google,Technology,25095.3,-0.144
2025-04-17,Google,Technology,21846.9,-0.129
2025-04-18,Google,Technology,21832.6,-0.001
2025-04-19,Google,Technology,21124.6,-0.032
2025-04-20,Google,Technology,24630.0,0.166
2025-04-21,Google,Technology,23274.3,-0.055
2025-04-22,Google,Technology,24024.5,0.032
2025-04-23,Google,Technology,25295.6,0.053
2025-04-24,Google,Technology,20368.9,-0.195
2025-04-25,Google,Technology,21701.4,0.065
2025-04-26,Google,Technology,18906.5,-0.129
2025-04-27,Google,Technology,22393.4,0.184
2025-04-28,Google,Technology,19246.4,-0.141
2025-04-29,Google,Technology,18589.1,-0.034
2025-04-30,Google,Technology,15505.9,-0.166
2025-05-01,Google,Technology,18587.7,0.199
2025-05-02,Google,Technology,18604.0,0.001
2025-05-03,Google,Technology,19313.9,0.038
2025-05-04,Google,Technology,15969.3,-0.173
2025-05-05,Google,Technology,17566.0,0.1
2025-05-06,Google,Technology,15527.6,-0.116
2025-05-07,Google,Technology,18000.0,0.159
2025-05-08,Google,Technology,15877.0,-0.118
2025-05-09,Google,Technology,13912.6,-0.124
2025-05-10,Google,Technology,11333.5,-0.185
2025-05-11,Google,Technology,11206.9,-0.011
2025-05-12,Google,Technology,11497.5,0.026
2025-05-13,Google,Technology,9500.2,-0.174
2025-05-14,Google,Technology,10547.2,0.11
2025-05-15,Google,Technology,10350.2,-0.019
2025-05-16,Google,Technology,10451.2,0.01
2025-05-17,Google,Technology,10203.5,-0.024
2025-05-18,Google,Technology,9798.5,-0.04
2025-05-19,Google,Technology,10032.2,0.024
2025-05-20,Google,Technology,8648.8,-0.138
2025-05-21,Google,Technology,7548.4,-0.127
2025-05-22,Google,Technology,8640.7,0.145
2025-05-23,Google,Technology,10182.7,0.178
2025-05-24,Google,Technology,9666.6,-0.051
2025-05-25,Google,Technology,8780.2,-0.092
2025-05-26,Google,Technology,9285.9,0.058
2025-05-27,Google,Technology,8946.9,-0.037
2025-05-28,Google,Technology,7248.4,-0.19
2025-05-29,Google,Technology,6251.5,-0.138
2025-05-30,Google,Technology,6791.5,0.086
2025-05-31,Google,Technology,7223.2,0.064
2025-06-01,Google,Technology,5856.9,-0.189
2025-06-02,Google,Technology,5205.5,-0.111
2025-06-03,Google,Technology,4645.6,-0.108
2025-06-04,Google,Technology,4965.0,0.069
2025-06-05,Google,Technology,4011.1,-0.192
2025-06-06,Google,Technology,3375.9,-0.158
2025-06-07,Google,Technology,3780.9,0.12
2025-06-08,Google,Technology,3294.8,-0.129
2025-06-09,Google,Technology,3496.1,0.061
2025-06-10,Google,Technology,3130.0,-0.105
2025-06-11,Google,Technology,2628.5,-0.16
2025-06-12,Google,Technology,2358.4,-0.103
2025-06-13,Google,Technology,2568.1,0.089
2025-06-14,Google,Technology,2933.5,0.142
2025-06-15,Google,Technology,3321.0,0.132
2025-06-16,Google,Technology,3184.4,-0.041
2025-06-17,Google,Technology,3398.5,0.067
2025-06-18,Google,Technology,2997.5,-0.118
2025-06-19,Google,Technology,2749.5,-0.083
2025-06-20,Google,Technology,3185.3,0.159
2025-06-21,Google,Technology,2564.8,-0.195
2025-06-22,Google,Technology,2139.6,-0.166
2025-06-23,Google,Technology,1889.6,-0.117
2025-06-24,Google,Technology,1531.7,-0.189
2025-06-25,Google,Technology,1336.5,-0.127
2025-06-26,Google,Technology,1380.9,0.033
2025-06-27,Google,Technology,1337.5,-0.031
2025-06-28,Google,Technology,1547.6,0.157
2025-06-29,Google,Technology,1744.1,0.127
2025-06-30,Google,Technology,1633.8,-0.063
2025-07-01,Google,Technology,1476.6,-0.096
2025-07-02,Google,Technology,1405.5,-0.048
2025-07-03,Google,Technology,1456.3,0.036
2025-07-04,Google,Technology,1321.2,-0.093
2025-07-05,Google,Technology,1386.8,0.05
2025-07-06,Google,Technology,1336.5,-0.036
2025-07-07,Google,Technology,1364.3,0.021
2025-07-08,Google,Technology,1329.5,-0.026
2025-07-09,Google,Technology,1220.2,-0.082
2025-07-10,Google,Technology,1439.1,0.179
2025-07-11,Google,Technology,1590.8,0.105
2025-07-12,Google,Technology,1361.8,-0.144
2025-07-13,Google,Technology,1562.5,0.147
2025-07-14,Google,Technology,1554.7,-0.005
2025-07-15,Google,Technology,1800.0,0.158
2025-07-16,Google,Technology,2015.9,0.12
2025-07-17,Google,Technology,1955.6,-0.03
2025-07-18,Google,Technology,1582.1,-0.191
2025-07-19,Google,Technology,1435.7,-0.093
2025-07-20,Google,Technology,1459.6,0.017
2025-07-21,Google,Technology,1537.5,0.053
2025-07-22,Google,Technology,1388.6,-0.097
2025-07-23,Google,Technology,1188.3,-0.144
2025-07-24,Google,Technology,1347.5,0.134
2025-07-25,Google,Technology,1608.6,0.194
2025-07-26,Google,Technology,1625.1,0.01
2025-07-27,Google,Technology,1411.7,-0.131
2025-07-28,Google,Technology,1283.1,-0.091
2025-07-29,Google,Technology,1035.9,-0.193
2025-07-30,Google,Technology,1207.6,0.166
2025-07-31,Google,Technology,1023.0,-0.153
2025-08-01,Google,Technology,1054.3,0.031
2025-08-02,Google,Technology,959.0,-0.09
2025-08-03,Google,Technology,979.8,0.022
2025-08-04,Google,Technology,1039.1,0.061
2025-08-05,Google,Technology,1176.2,0.132
2025-08-06,Google,Technology,1038.1,-0.117
2025-08-07,Google,Technology,835.0,-0.196
2025-08-08,Google,Technology,713.7,-0.145
2025-08-09,Google,Technology,827.9,0.16
2025-08-10,Google,Technology,951.7,0.15
2025-08-11,Google,Technology,988.8,0.039
2025-08-12,Google,Technology,1028.6,0.04
2025-08-13,Google,Technology,1096.5,0.066
2025-08-14,Google,Technology,954.1,-0.13
2025-08-15,Google,Technology,1112.3,0.166
2025-08-16,Google,Technology,1076.1,-0.032
2025-08-17,Google,Technology,1025.8,-0.047
2025-08-18,Google,Technology,1033.6,0.008
2025-08-19,Google,Technology,846.3,-0.181
2025-08-20,Google,Technology,733.3,-0.133
2025-08-21,Google,Technology,803.1,0.095
2025-08-22,Google,Technology,669.1,-0.167
2025-08-23,Google,Technology,696.7,0.041
2025-08-24,Google,Technology,625.8,-0.102
2025-08-25,Google,Technology,598.0,-0.044
2025-08-26,Google,Technology,547.5,-0.085
2025-08-27,Google,Technology,515.9,-0.058
2025-08-28,Google,Technology,561.1,0.088
2025-08-29,Google,Technology,515.6,-0.081
2025-08-30,Google,Technology,529.3,0.027
2025-08-31,Google,Technology,524.2,-0.01
2025-09-01,Google,Technology,558.5,0.065
2025-09-02,Google,Technology,656.1,0.175
2025-09-03,Google,Technology,717.1,0.093
2025-09-04,Google,Technology,635.4,-0.114
2025-09-05,Google,Technology,516.2,-0.188
2025-09-06,Google,Technology,467.1,-0.095
2025-09-07,Google,Technology,484.9,0.038
2025-09-08,Google,Technology,397.9,-0.179
2025-09-09,Google,Technology,397.3,-0.001
2025-09-10,Google,Technology,412.7,0.039
2025-09-11,Google,Technology,385.3,-0.066
2025-09-12,Google,Technology,427.1,0.108
2025-09-13,Google,Technology,359.9,-0.157
2025-09-14,Google,Technology,298.7,-0.17
2025-09-15,Google,Technology,326.0,0.091
2025-09-16,Google,Technology,325.4,-0.002
2025-09-17,Google,Technology,349.9,0.075
2025-09-18,Google,Technology,340.8,-0.026
2025-09-19,Google,Technology,306.2,-0.101
2025-09-20,Google,Technology,345.3,0.128
2025-09-21,Google,Technology,386.7,0.12
2025-09-22,Google,Technology,416.8,0.078
2025-09-23,Google,Technology,378.8,-0.091
2025-09-24,Google,Technology,392.5,0.036
2025-09-25,Google,Technology,370.6,-0.056
2025-09-26,Google,Technology,310.1,-0.163
2025-09-27,Google,Technology,361.9,0.167
2025-09-28,Google,Technology,309.3,-0.145
2025-09-29,Google,Technology,365.0,0.18
2025-09-30,Google,Technology,357.1,-0.022
2025-10-01,Google,Technology,312.1,-0.126
2025-10-02,Google,Technology,317.4,0.017
2025-10-03,Google,Technology,364.7,0.149
2025-10-04,Google,Technology,398.6,0.093
2025-10-05,Google,Technology,447.5,0.123
2025-10-06,Google,Technology,475.9,0.064
2025-10-07,Google,Technology,512.5,0.077
2025-10-08,Google,Technology,584.1,0.14
2025-10-09,Google,Technology,525.6,-0.1
2025-10-10,Google,Technology,523.4,-0.004
2025-10-11,Google,Technology,465.0,-0.112
2025-10-12,Google,Technology,555.7,0.195
2025-10-13,Google,Technology,654.4,0.178
2025-10-14,Google,Technology,533.8,-0.184
2025-10-15,Google,Technology,577.7,0.082
2025-10-16,Google,Technology,676.0,0.17
2025-10-17,Google,Technology,589.6,-0.128
2025-10-18,Google,Technology,605.7,0.027
2025-10-19,Google,Technology,706.3,0.166
2025-10-20,Google,Technology,574.6,-0.186
2025-10-21,Google,Technology,620.0,0.079
2025-10-22,Google,Technology,569.8,-0.081
2025-10-23,Google,Technology,666.5,0.17
2025-10-24,Google,Technology,792.1,0.188
2025-10-25,Google,Technology,932.8,0.178
2025-10-26,Google,Technology,923.2,-0.01
2025-10-27,Google,Technology,1056.9,0.145
2025-10-28,Google,Technology,1202.6,0.138
2025-10-29,Google,Technology,1115.5,-0.072
2025-10-30,Google,Technology,1262.3,0.132
2025-10-31,Google,Technology,1028.5,-0.185
2025-11-01,Google,Technology,1068.1,0.039
2025-11-02,Google,Technology,952.8,-0.108
2025-11-03,Google,Technology,808.2,-0.152
2025-11-04,Google,Technology,671.4,-0.169
2025-11-05,Google,Technology,724.1,0.079
2025-11-06,Google,Technology,677.8,-0.064
2025-11-07,Google,Technology,738.7,0.09
2025-11-08,Google,Technology,610.3,-0.174
2025-11-09,Google,Technology,565.2,-0.074
2025-11-10,Google,Technology,574.1,0.016
2025-11-11,Google,Technology,640.9,0.116
2025-11-12,Google,Technology,594.4,-0.072
2025-11-13,Google,Technology,624.3,0.05
2025-11-14,Google,Technology,720.7,0.154
2025-11-15,Google,Technology,754.1,0.046
2025-11-16,Google,Technology,673.6,-0.107
2025-11-17,Google,Technology,545.4,-0.19
2025-11-18,Google,Technology,626.2,0.148
2025-11-19,Google,Technology,506.3,-0.191
2025-11-20,Google,Technology,582.2,0.15
2025-11-21,Google,Technology,588.9,0.012
2025-11-22,Google,Technology,692.3,0.176
