serialNo,name,date,amount,category
1168,Surgery,2021-04-03,8603.89,Medical
1169,Socks,2021-04-07,3612.11,Clothing
1170,Exam Fee,2021-04-17,4574.7,Education
1171,Jacket,2021-04-14,3177.41,Clothing
1172,Subway,2021-04-12,9958.07,Transportation
1173,Miscellaneous,2021-04-24,7164.0,Others
1174,Hospital,2021-04-10,8100.92,Medical
1175,Nightclub,2021-04-14,7407.36,Entertainment
1176,VPN,2021-04-18,9428.61,Communication
1177,Fitness Class,2021-04-28,9995.95,Sports
1178,Seminar,2021-04-23,2232.45,Education
1179,Data Plan,2021-04-28,7502.39,Communication
1180,Pet,2021-04-22,2522.76,Others
1181,Doctor Visit,2021-04-13,606.55,Medical
1182,Tour Package,2021-04-02,4146.9,Travel
1183,Breakfast,2021-04-17,178.02,Food
1184,Tennis,2021-04-02,8794.39,Sports
1185,Dress,2021-04-15,9970.44,Clothing
1186,Health Check,2021-04-15,4195.79,Medical
1187,Luggage,2021-04-14,4621.72,Travel
1188,Cleaning,2021-04-01,2340.42,Home
1189,Breakfast,2021-04-17,1745.02,Food
1190,Bakery,2021-04-28,5564.84,Food
1191,Tips,2021-04-02,2462.2,Others
1192,Jacket,2021-04-09,9374.23,Clothing
1193,Books,2021-04-15,4535.98,Education
1194,Fast Food,2021-04-11,1669.58,Food
1195,Calling Card,2021-04-19,7431.68,Communication
1196,Socks,2021-04-17,3398.48,Clothing
1197,Dress,2021-04-16,3178.73,Clothing
1198,Amusement Park,2021-04-20,6418.72,Entertainment
1199,Laundry,2021-04-11,1322.0,Others
1200,Parking,2021-04-28,2418.05,Transportation
1201,Roaming,2021-05-17,9338.32,Communication
1202,Snacks,2021-05-24,8630.54,Food
1203,Dinner,2021-05-24,6730.05,Food
1204,Breakfast,2021-05-04,7012.22,Food
1205,Vaccine,2021-05-12,5863.65,Medical
1206,Fine,2021-05-03,5089.73,Others
1207,Therapy,2021-05-28,6009.32,Medical
1208,Tennis,2021-05-23,7228.47,Sports
1209,Subscription,2021-05-12,3688.22,Others
1210,Travel Insurance,2021-05-16,907.15,Travel
1211,Hat,2021-05-05,8980.19,Clothing
1212,Surgery,2021-05-10,3264.14,Medical
1213,Mobile Recharge,2021-05-04,1954.2,Communication
1214,Exam Fee,2021-05-03,1506.82,Education
1215,Messenger App,2021-05-16,8641.19,Communication
1216,Travel Guide,2021-05-03,7783.49,Travel
1217,Mobile Recharge,2021-05-04,6441.63,Communication
1218,Jacket,2021-05-17,6777.17,Clothing
1219,Movie,2021-05-23,8900.87,Entertainment
1220,Lunch,2021-05-09,6298.73,Food
1221,Yoga,2021-05-11,1498.23,Sports
1222,Pet,2021-05-16,5676.34,Others
1223,Taxi,2021-05-27,6132.26,Transportation
1224,Data Plan,2021-05-11,1615.12,Communication
1225,Fast Food,2021-05-18,5032.37,Food
1226,Breakfast,2021-05-26,4217.36,Food
1227,Yoga,2021-05-23,71.47,Sports
1228,Streaming Service,2021-05-12,5835.6,Entertainment
1229,Socks,2021-05-07,6220.65,Clothing
1230,Ride Share,2021-05-10,2259.22,Transportation
1231,Data Plan,2021-05-16,2474.17,Communication
1232,Lunch,2021-05-19,637.19,Food
1233,Travel Guide,2021-05-28,3245.06,Travel
1234,Swimming,2021-05-11,215.01,Sports
1235,Taxi,2021-05-20,3462.79,Travel
1236,Delivery,2021-05-20,9278.87,Food
1237,Gift,2021-05-07,3647.37,Others
1238,VPN,2021-05-15,5685.84,Communication
1239,Pants,2021-05-15,3981.7,Clothing
1240,Utilities,2021-05-28,4859.39,Home
1241,Delivery,2021-05-06,4074.08,Food
1242,SIM Card,2021-05-22,4685.27,Communication
1243,Lottery,2021-05-14,4420.88,Others
1244,Delivery,2021-05-19,3706.36,Food
1245,Equipment,2021-05-08,9109.03,Sports
1246,Bicycle,2021-05-20,9650.08,Transportation
1247,Yoga,2021-05-08,4291.74,Sports
1248,Fine,2021-05-24,4266.56,Others
1249,Scarf,2021-05-18,6902.7,Clothing
1250,Hotel,2021-05-03,7047.32,Travel
1251,Car Maintenance,2021-05-26,562.25,Transportation
1252,Bicycle,2021-05-03,7445.13,Transportation
1253,Storage,2021-05-15,7181.48,Others
1254,Exhibition,2021-05-03,3091.55,Entertainment
1255,Lottery,2021-05-21,8688.41,Others
1256,Decor,2021-05-23,4613.99,Home
1257,Mortgage,2021-05-04,145.37,Home
1258,Breakfast,2021-05-23,1580.91,Food
1259,Delivery,2021-05-12,1159.47,Food
1260,Therapy,2021-05-18,1007.03,Medical
1261,Doctor Visit,2021-05-03,8410.65,Medical
1262,Amusement Park,2021-05-08,3631.79,Entertainment
1263,Taxi,2021-05-23,207.51,Transportation
1264,Roaming,2021-05-18,3051.3,Communication
1265,Groceries,2021-05-13,4388.89,Food
1266,Exam Fee,2021-05-07,9000.58,Education
1267,Sweater,2021-05-21,4620.3,Clothing
1268,Jacket,2021-05-10,6065.49,Clothing
1269,Bar,2021-05-09,6948.07,Entertainment
1270,Lunch,2021-05-16,8126.69,Food
1271,Messenger App,2021-05-07,5712.2,Communication
1272,Tips,2021-05-09,9585.12,Others
1273,Vaccine,2021-05-08,5198.72,Medical
1274,Shirt,2021-05-01,2482.79,Clothing
1275,Subway,2021-05-02,6165.07,Transportation
1276,Football,2021-05-13,8127.7,Sports
1277,Travel Guide,2021-05-22,2877.55,Travel
1278,Storage,2021-05-17,6336.94,Others
1279,Eye Exam,2021-05-12,6887.4,Medical
1280,Dinner,2021-05-05,3696.63,Food
1281,Subscription,2021-05-19,7975.74,Others
1282,Taxi,2021-05-17,4035.18,Transportation
1283,Online Course,2021-05-10,5100.89,Education
1284,Mobile Recharge,2021-05-10,1102.61,Communication
1285,Miscellaneous,2021-05-10,8684.77,Others
1286,Delivery,2021-05-20,8841.7,Food
1287,Hospital,2021-05-14,3704.82,Medical
1288,Medicine,2021-05-01,273.2,Medical
1289,Hospital,2021-05-20,4553.18,Medical
1290,Roaming,2021-05-17,935.29,Communication
1291,Gift,2021-05-15,5623.37,Others
1292,Swimming,2021-05-13,5630.1,Sports
1293,Toll,2021-05-19,6992.92,Transportation
1294,Fitness Class,2021-05-11,4072.74,Sports
1295,Lecture,2021-05-06,5557.01,Education
1296,Basketball,2021-05-04,7643.56,Sports
1297,Visa Fee,2021-05-09,3382.11,Travel
1298,Decor,2021-05-28,9634.81,Home
1299,Rent,2021-05-02,7166.91,Home
1300,Lottery,2021-05-16,6277.69,Others
1301,Bakery,2021-06-10,8573.86,Food
1302,Visa Fee,2021-06-16,3411.18,Travel
1303,Dress,2021-06-23,6575.6,Clothing
1304,Coffee,2021-06-25,7885.93,Food
1305,Gift,2021-06-06,2825.2,Others
1306,Cycling,2021-06-20,8200.12,Sports
1307,Groceries,2021-06-22,8272.41,Food
1308,Jacket,2021-06-05,6806.6,Clothing
1309,Train Ticket,2021-06-15,3821.9,Transportation
1310,Health Check,2021-06-24,8498.31,Medical
1311,Concert,2021-06-14,9267.65,Entertainment
1312,Subway,2021-06-21,1644.39,Transportation
1313,Dinner,2021-06-08,346.55,Food
1314,Storage,2021-06-05,8201.03,Others
1315,Lunch,2021-06-26,1888.6,Food
1316,Mortgage,2021-06-27,7352.63,Home
1317,Train Ticket,2021-06-19,9264.52,Transportation
1318,Cycling,2021-06-26,5606.11,Sports
1319,Rental Car,2021-06-13,892.1,Travel
1320,Training,2021-06-07,7877.19,Education
1321,Game,2021-06-10,8935.47,Entertainment
1322,Workshop,2021-06-27,8478.05,Education
1323,Internet,2021-06-04,5446.66,Home
1324,Movie,2021-06-13,8233.82,Entertainment
1325,Luggage,2021-06-22,9559.27,Travel
1326,Travel Guide,2021-06-27,8512.48,Travel
1327,Dinner,2021-06-25,8806.56,Food
1328,Eye Exam,2021-06-28,2914.62,Medical
1329,Workshop,2021-06-08,1342.52,Education
1330,Taxi,2021-06-27,4234.78,Travel
1331,Fitness Class,2021-06-16,8650.76,Sports
1332,Medicine,2021-06-04,6484.84,Medical
1333,Groceries,2021-06-25,5027.45,Food
1334,Pet,2021-06-22,8595.95,Others
1335,Internet,2021-06-08,9699.64,Home
1336,Decor,2021-06-14,9965.33,Home
1337,KTV,2021-06-13,1241.76,Entertainment
1338,Fast Food,2021-06-27,4482.1,Food
1339,Stationery,2021-06-18,3105.55,Education
1340,Streaming Service,2021-06-14,4775.77,Entertainment
1341,Suit,2021-06-23,6645.1,Clothing
1342,Game,2021-06-03,4022.91,Entertainment
1343,Laundry,2021-06-05,6515.49,Others
1344,Travel Insurance,2021-06-26,2643.45,Travel
1345,Tennis,2021-06-16,1263.99,Sports
1346,Bakery,2021-06-21,9895.52,Food
1347,Streaming Service,2021-06-11,9371.16,Entertainment
1348,Tour Package,2021-06-04,5006.3,Travel
1349,Surgery,2021-06-14,2432.16,Medical
1350,Yoga,2021-06-14,9949.95,Sports
1351,Messenger App,2021-06-19,2381.17,Communication
1352,Travel Guide,2021-06-24,7971.97,Travel
1353,Jacket,2021-06-25,3618.14,Clothing
1354,KTV,2021-06-13,7211.46,Entertainment
1355,Phone Bill,2021-06-13,2237.7,Communication
1356,Amusement Park,2021-06-17,396.33,Entertainment
1357,Jacket,2021-06-01,7615.86,Clothing
1358,Training,2021-06-12,785.57,Education
1359,Fitness Class,2021-06-27,7625.55,Sports
1360,Workshop,2021-06-03,9956.0,Education
1361,Running,2021-06-03,374.9,Sports
1362,Breakfast,2021-06-22,691.13,Food
1363,Mobile Recharge,2021-06-22,4338.34,Communication
1364,Bakery,2021-06-02,9832.13,Food
1365,Basketball,2021-06-01,3269.66,Sports
1366,Groceries,2021-06-07,361.94,Food
1367,Cleaning,2021-06-07,9070.6,Home
1368,Pants,2021-06-23,2715.31,Clothing
1369,VPN,2021-06-17,753.83,Communication
1370,Roaming,2021-06-26,7090.37,Communication
1371,Storage,2021-06-09,1692.1,Others
1372,Books,2021-06-18,4835.61,Education
1373,Travel Guide,2021-06-05,65.42,Travel
1374,Ride Share,2021-06-13,5666.26,Transportation
1375,Hospital,2021-06-11,5818.63,Medical
1376,Dental,2021-06-03,6978.8,Medical
1377,Fax,2021-06-02,8151.14,Communication
1378,Lecture,2021-06-28,3673.83,Education
1379,Calling Card,2021-06-05,3814.5,Communication
1380,Cycling,2021-06-21,2149.97,Sports
1381,Yoga,2021-06-17,1385.9,Sports
1382,Train,2021-06-06,1113.36,Travel
1383,Storage,2021-06-16,1237.75,Others
1384,Medicine,2021-06-08,2899.18,Medical
1385,Bus,2021-06-22,1160.38,Transportation
1386,Data Plan,2021-06-25,6707.08,Communication
1387,Bicycle,2021-06-02,3802.69,Transportation
1388,Train,2021-06-19,7508.7,Travel
1389,Rent,2021-06-15,7151.26,Home
1390,Online Course,2021-06-14,9345.55,Education
1391,Subscription,2021-06-11,4663.72,Others
1392,Mortgage,2021-06-25,8402.92,Home
1393,Roaming,2021-06-15,8330.09,Communication
1394,Flight,2021-06-17,212.33,Travel
1395,Health Check,2021-06-15,4959.8,Medical
1396,Tennis,2021-06-24,3770.01,Sports
1397,Gym,2021-06-04,1919.17,Sports
1398,Fast Food,2021-06-20,4656.4,Food
1399,Flight,2021-06-23,8836.27,Travel
1400,Visa Fee,2021-06-20,918.62,Travel
1401,Bakery,2021-07-15,888.97,Food
1402,Yoga,2021-07-10,4387.39,Sports
1403,Tips,2021-07-09,1704.84,Others
1404,SIM Card,2021-07-08,9555.56,Communication
1405,Car Maintenance,2021-07-09,7228.21,Transportation
1406,Surgery,2021-07-20,134.2,Medical
1407,Train,2021-07-02,6077.66,Travel
1408,Furniture,2021-07-20,9389.89,Home
1409,Movie,2021-07-14,1753.23,Entertainment
1410,Parking,2021-07-22,731.04,Transportation
1411,Suit,2021-07-07,3190.68,Clothing
1412,Fitness Class,2021-07-10,7784.33,Sports
1413,Subway,2021-07-17,6934.85,Transportation
1414,Furniture,2021-07-16,6503.48,Home
1415,Hat,2021-07-26,3298.49,Clothing
1416,Gym,2021-07-08,478.62,Sports
1417,Socks,2021-07-03,7767.07,Clothing
1418,Seminar,2021-07-12,3737.73,Education
1419,Delivery,2021-07-27,3776.32,Food
1420,Lunch,2021-07-09,9466.17,Food
1421,Tennis,2021-07-06,2888.83,Sports
1422,Dress,2021-07-05,8162.37,Clothing
1423,Socks,2021-07-26,5542.06,Clothing
1424,SIM Card,2021-07-26,751.33,Communication
1425,Utilities,2021-07-25,820.21,Home
1426,Dental,2021-07-04,8036.43,Medical
1427,Fine,2021-07-05,9893.72,Others
1428,Fast Food,2021-07-16,297.97,Food
1429,Vaccine,2021-07-25,8716.28,Medical
1430,Subscription,2021-07-08,4743.11,Others
1431,Mortgage,2021-07-24,3441.87,Home
1432,Basketball,2021-07-03,3929.36,Sports
1433,Breakfast,2021-07-27,5310.59,Food
1434,Taxi,2021-07-28,2174.58,Transportation
1435,Taxi,2021-07-22,2904.8,Travel
1436,Yoga,2021-07-14,4487.92,Sports
1437,Exhibition,2021-07-23,7788.81,Entertainment
1438,Equipment,2021-07-03,765.94,Sports
1439,Shoes,2021-07-09,201.1,Clothing
1440,Books,2021-07-22,3799.72,Education
1441,Football,2021-07-17,8696.17,Sports
1442,Phone Bill,2021-07-17,9950.8,Communication
1443,Hat,2021-07-28,1323.85,Clothing
1444,Dinner,2021-07-02,4810.2,Food
1445,Tour Package,2021-07-23,1589.71,Travel
1446,Equipment,2021-07-23,9914.57,Sports
1447,Insurance,2021-07-08,3664.75,Medical
1448,Nightclub,2021-07-08,5236.08,Entertainment
1449,Lecture,2021-07-18,1358.29,Education
1450,Taxi,2021-07-17,8392.6,Travel
1451,Shoes,2021-07-16,2082.87,Clothing
1452,Rent,2021-07-06,35.02,Home
1453,Swimming,2021-07-17,4142.83,Sports
1454,Restaurant,2021-07-26,3530.49,Food
1455,Online Course,2021-07-03,7826.64,Education
1456,Internet,2021-07-14,5490.28,Home
1457,Swimming,2021-07-05,5947.4,Sports
1458,Pet,2021-07-23,5871.57,Others
1459,Doctor Visit,2021-07-26,5906.35,Medical
1460,Suit,2021-07-24,4637.9,Clothing
1461,Equipment,2021-07-27,6786.3,Sports
1462,Messenger App,2021-07-01,1888.11,Communication
1463,Furniture,2021-07-26,9646.59,Home
1464,Swimming,2021-07-11,7251.36,Sports
1465,Ride Share,2021-07-17,4396.02,Transportation
1466,Fuel,2021-07-25,7856.02,Transportation
1467,Vaccine,2021-07-28,8414.55,Medical
1468,Taxi,2021-07-13,1115.56,Transportation
1469,Car Maintenance,2021-07-21,3269.05,Transportation
1470,Online Course,2021-07-25,2376.11,Education
1471,Scarf,2021-07-15,5559.37,Clothing
1472,Toll,2021-07-27,3419.0,Transportation
1473,Toll,2021-07-09,1099.83,Transportation
1474,Basketball,2021-07-02,354.21,Sports
1475,Toll,2021-07-25,1125.1,Transportation
1476,Utilities,2021-07-04,7066.7,Home
1477,Rent,2021-07-05,875.32,Home
1478,Lunch,2021-07-24,937.75,Food
1479,Insurance,2021-07-16,8012.8,Medical
1480,Surgery,2021-07-22,5797.72,Medical
1481,Train,2021-07-09,1974.89,Travel
1482,Travel Insurance,2021-07-18,5605.94,Travel
1483,Streaming Service,2021-07-17,1917.36,Entertainment
1484,Travel Insurance,2021-07-19,5788.43,Travel
1485,Concert,2021-07-22,5645.93,Entertainment
1486,Health Check,2021-07-14,104.28,Medical
1487,Car Maintenance,2021-07-24,4014.55,Transportation
1488,Lunch,2021-07-13,4749.21,Food
1489,Suit,2021-07-21,8304.18,Clothing
1490,Lottery,2021-07-09,5776.15,Others
1491,Stationery,2021-07-05,8943.59,Education
1492,Decor,2021-07-25,3210.53,Home
1493,Lunch,2021-07-11,4964.47,Food
1494,Bar,2021-07-13,6921.21,Entertainment
1495,Eye Exam,2021-07-06,9929.91,Medical
1496,Sweater,2021-07-26,5579.59,Clothing
1497,Fast Food,2021-07-02,675.39,Food
1498,Flight,2021-07-15,7832.57,Travel
1499,Lecture,2021-07-10,5561.81,Education
1500,Vaccine,2021-07-02,8296.06,Medical
1501,Tips,2021-08-18,887.72,Others
1502,Dress,2021-08-19,2278.07,Clothing
1503,Lecture,2021-08-03,683.95,Education
1504,Insurance,2021-08-02,233.57,Medical
1505,VPN,2021-08-06,7928.97,Communication
1506,Scarf,2021-08-23,8182.82,Clothing
1507,Books,2021-08-18,2477.36,Education
1508,Taxi,2021-08-09,1020.0,Transportation
1509,Ride Share,2021-08-10,4188.19,Transportation
1510,Suit,2021-08-02,1362.21,Clothing
1511,Bicycle,2021-08-12,6248.85,Transportation
1512,Appliance,2021-08-03,6117.11,Home
1513,Sweater,2021-08-07,4022.11,Clothing
1514,Dinner,2021-08-16,8127.02,Food
1515,Pet,2021-08-05,989.58,Others
1516,Roaming,2021-08-22,3779.1,Communication
1517,Insurance,2021-08-13,4295.22,Medical
1518,KTV,2021-08-07,4084.26,Entertainment
1519,Fitness Class,2021-08-21,8408.82,Sports
1520,Bar,2021-08-15,3027.96,Entertainment
1521,Laundry,2021-08-24,217.54,Others
1522,Decor,2021-08-27,8313.48,Home
1523,Medicine,2021-08-10,6293.75,Medical
1524,Training,2021-08-17,229.52,Education
1525,Exhibition,2021-08-04,107.37,Entertainment
1526,Nightclub,2021-08-27,4476.01,Entertainment
1527,Travel Insurance,2021-08-14,3006.15,Travel
1528,Appliance,2021-08-03,7567.37,Home
1529,Lunch,2021-08-14,3949.48,Food
1530,Vaccine,2021-08-22,9915.13,Medical
1531,Suit,2021-08-26,7962.29,Clothing
1532,Fuel,2021-08-19,3287.83,Transportation
1533,Hotel,2021-08-03,1674.04,Travel
1534,Swimming,2021-08-12,6894.47,Sports
1535,Gym,2021-08-07,64.44,Sports
1536,Subscription,2021-08-04,5618.62,Others
1537,Mortgage,2021-08-23,4099.95,Home
1538,Bakery,2021-08-05,777.61,Food
1539,Streaming Service,2021-08-14,7671.98,Entertainment
1540,Pants,2021-08-28,7925.55,Clothing
1541,Furniture,2021-08-14,7561.79,Home
1542,Coffee,2021-08-02,5606.6,Food
1543,Dental,2021-08-07,8049.02,Medical
1544,Fuel,2021-08-18,8734.6,Transportation
1545,Taxi,2021-08-06,7531.57,Travel
1546,Laundry,2021-08-16,7363.9,Others
1547,Health Check,2021-08-04,935.77,Medical
1548,Hotel,2021-08-20,5248.67,Travel
1549,Data Plan,2021-08-17,3175.44,Communication
1550,Running,2021-08-24,2710.56,Sports
1551,Workshop,2021-08-04,171.63,Education
1552,Suit,2021-08-13,4048.65,Clothing
1553,Appliance,2021-08-11,6994.8,Home
1554,Gift,2021-08-28,9107.94,Others
1555,Fuel,2021-08-01,7135.68,Transportation
1556,Theater,2021-08-25,3690.2,Entertainment
1557,Subscription,2021-08-13,673.68,Others
1558,Hospital,2021-08-03,7591.93,Medical
1559,Lunch,2021-08-05,7750.54,Food
1560,Football,2021-08-07,5842.93,Sports
1561,Security,2021-08-08,4130.76,Home
1562,Rental Car,2021-08-05,2045.06,Travel
1563,Luggage,2021-08-26,1211.79,Travel
1564,Sweater,2021-08-13,878.42,Clothing
1565,Socks,2021-08-06,8115.94,Clothing
1566,Bus,2021-08-12,5141.86,Transportation
1567,Visa Fee,2021-08-01,7315.56,Travel
1568,Tennis,2021-08-25,4942.62,Sports
1569,Medicine,2021-08-22,9431.24,Medical
1570,Suit,2021-08-12,1461.25,Clothing
1571,Dinner,2021-08-24,8936.3,Food
1572,Training,2021-08-22,573.58,Education
1573,Breakfast,2021-08-17,6853.63,Food
1574,Online Course,2021-08-05,7389.41,Education
1575,Internet,2021-08-13,7534.0,Home
1576,Taxi,2021-08-14,3051.45,Travel
1577,Exam Fee,2021-08-19,1531.94,Education
1578,Internet,2021-08-13,4208.51,Home
1579,Exhibition,2021-08-08,9926.18,Entertainment
1580,Repair,2021-08-28,1770.51,Home
1581,Exam Fee,2021-08-18,6160.91,Education
1582,Taxi,2021-08-08,6615.13,Travel
1583,Visa Fee,2021-08-12,575.93,Travel
1584,Roaming,2021-08-19,5534.22,Communication
1585,Dinner,2021-08-19,4338.6,Food
1586,Data Plan,2021-08-20,9906.41,Communication
1587,Exhibition,2021-08-16,234.96,Entertainment
1588,Fax,2021-08-19,1141.08,Communication
1589,Visa Fee,2021-08-26,808.24,Travel
1590,Furniture,2021-08-08,5437.62,Home
1591,Taxi,2021-08-23,5147.47,Transportation
1592,Football,2021-08-12,2995.12,Sports
1593,Storage,2021-08-05,8001.07,Others
1594,Jacket,2021-08-17,7838.7,Clothing
1595,Eye Exam,2021-08-25,7528.34,Medical
1596,Lottery,2021-08-03,822.88,Others
1597,Internet,2021-08-26,7295.67,Home
1598,Yoga,2021-08-04,5713.9,Sports
1599,Pants,2021-08-28,8571.93,Clothing
1600,Parking,2021-08-04,1155.13,Transportation
1601,Rent,2021-09-07,7999.34,Home
1602,Shoes,2021-09-19,3869.17,Clothing
1603,Surgery,2021-09-15,6160.42,Medical
1604,Toll,2021-09-09,9900.55,Transportation
1605,Fax,2021-09-22,6803.98,Communication
1606,Fitness Class,2021-09-08,5803.86,Sports
1607,Storage,2021-09-20,6928.27,Others
1608,Exam Fee,2021-09-05,2530.61,Education
1609,Game,2021-09-04,9617.76,Entertainment
1610,Gym,2021-09-15,6098.86,Sports
1611,Pet,2021-09-11,7512.42,Others
1612,Hospital,2021-09-02,1098.8,Medical
1613,Groceries,2021-09-25,4033.96,Food
1614,Taxi,2021-09-06,9855.44,Travel
1615,Miscellaneous,2021-09-02,3899.02,Others
1616,Health Check,2021-09-12,8421.54,Medical
1617,Calling Card,2021-09-04,5211.56,Communication
1618,Breakfast,2021-09-06,2019.13,Food
1619,Security,2021-09-17,6329.44,Home
1620,Donation,2021-09-28,4302.36,Others
1621,Fax,2021-09-26,4005.59,Communication
1622,Security,2021-09-15,130.0,Home
1623,Seminar,2021-09-15,3477.05,Education
1624,Seminar,2021-09-09,1514.05,Education
1625,Basketball,2021-09-24,7160.58,Sports
1626,Laundry,2021-09-09,3779.2,Others
1627,Mortgage,2021-09-06,6099.6,Home
1628,Exam Fee,2021-09-25,9306.93,Education
1629,Gift,2021-09-06,3125.18,Others
1630,Tennis,2021-09-12,8492.5,Sports
1631,Hat,2021-09-26,2037.94,Clothing
1632,Shoes,2021-09-08,8882.5,Clothing
1633,Training,2021-09-27,2044.71,Education
1634,Fast Food,2021-09-23,200.04,Food
1635,Restaurant,2021-09-24,6220.99,Food
1636,Messenger App,2021-09-09,630.22,Communication
1637,Doctor Visit,2021-09-15,3561.39,Medical
1638,Flight,2021-09-02,5211.07,Travel
1639,Repair,2021-09-18,3133.69,Home
1640,Basketball,2021-09-06,4316.44,Sports
1641,Rental Car,2021-09-04,8826.29,Travel
1642,Fitness Class,2021-09-19,1245.54,Sports
1643,Repair,2021-09-09,3997.41,Home
1644,Visa Fee,2021-09-25,3181.87,Travel
1645,Basketball,2021-09-04,7770.54,Sports
1646,Yoga,2021-09-18,4738.25,Sports
1647,Training,2021-09-18,837.73,Education
1648,Restaurant,2021-09-22,3161.71,Food
1649,Therapy,2021-09-28,6080.54,Medical
1650,Hospital,2021-09-24,9694.58,Medical
1651,Equipment,2021-09-25,5182.12,Sports
1652,Laundry,2021-09-19,1513.16,Others
1653,Dinner,2021-09-28,3675.57,Food
1654,Game,2021-09-18,6022.78,Entertainment
1655,Swimming,2021-09-11,6370.97,Sports
1656,Breakfast,2021-09-25,1043.81,Food
1657,Lottery,2021-09-07,9240.91,Others
1658,Luggage,2021-09-18,9439.86,Travel
1659,Ride Share,2021-09-02,7752.23,Transportation
1660,Train,2021-09-16,4388.9,Travel
1661,Travel Insurance,2021-09-18,4254.58,Travel
1662,Pet,2021-09-18,901.92,Others
1663,Movie,2021-09-18,9056.5,Entertainment
1664,Travel Insurance,2021-09-19,5074.84,Travel
1665,Utilities,2021-09-28,8278.06,Home
1666,Exam Fee,2021-09-10,8411.14,Education
1667,Mobile Recharge,2021-09-13,666.68,Communication
1668,Shirt,2021-09-06,7244.06,Clothing
1669,Travel Guide,2021-09-10,3879.74,Travel
1670,Library Fee,2021-09-05,4750.14,Education
1671,VPN,2021-09-21,7642.43,Communication
1672,Football,2021-09-28,8922.69,Sports
1673,Mortgage,2021-09-02,6217.07,Home
1674,Fast Food,2021-09-16,1217.25,Food
1675,Health Check,2021-09-23,5597.46,Medical
1676,Jacket,2021-09-02,4938.14,Clothing
1677,Cleaning,2021-09-22,5134.0,Home
1678,Nightclub,2021-09-24,8483.48,Entertainment
1679,Fax,2021-09-10,6017.6,Communication
1680,Storage,2021-09-07,1681.8,Others
1681,Hat,2021-09-21,7269.04,Clothing
1682,Lunch,2021-09-10,8992.82,Food
1683,Appliance,2021-09-02,1696.08,Home
1684,Dental,2021-09-06,2347.29,Medical
1685,Vaccine,2021-09-01,7311.97,Medical
1686,Data Plan,2021-09-08,779.43,Communication
1687,Miscellaneous,2021-09-09,2280.14,Others
1688,Lunch,2021-09-02,6403.46,Food
1689,Storage,2021-09-26,9578.76,Others
1690,Mobile Recharge,2021-09-22,4858.15,Communication
1691,Security,2021-09-14,5028.57,Home
1692,Health Check,2021-09-27,9923.83,Medical
1693,Basketball,2021-09-16,3759.49,Sports
1694,Vaccine,2021-09-02,9898.91,Medical
1695,Data Plan,2021-09-23,3519.38,Communication
1696,Rental Car,2021-09-28,7761.44,Travel
1697,Subway,2021-09-22,1801.79,Transportation
1698,Tour Package,2021-09-15,7160.15,Travel
1699,Laundry,2021-09-26,6665.33,Others
1700,Coffee,2021-09-04,7962.03,Food
1701,Seminar,2021-10-21,9813.22,Education
1702,Decor,2021-10-02,4205.81,Home
1703,Suit,2021-10-26,6179.4,Clothing
1704,Fuel,2021-10-23,3026.69,Transportation
1705,Fitness Class,2021-10-11,7820.1,Sports
1706,Mobile Recharge,2021-10-04,6471.32,Communication
1707,Dinner,2021-10-26,3191.44,Food
1708,Equipment,2021-10-20,2651.04,Sports
1709,Pet,2021-10-10,2491.8,Others
1710,Fuel,2021-10-04,7824.36,Transportation
1711,Online Course,2021-10-03,1607.07,Education
1712,Tuition,2021-10-03,5958.37,Education
1713,Vaccine,2021-10-26,7512.1,Medical
1714,Fine,2021-10-25,2123.33,Others
1715,Shirt,2021-10-23,3749.95,Clothing
1716,Theater,2021-10-27,6764.1,Entertainment
1717,Jacket,2021-10-20,508.35,Clothing
1718,VPN,2021-10-12,1175.43,Communication
1719,Yoga,2021-10-03,5891.29,Sports
1720,Fine,2021-10-05,5779.73,Others
1721,Flight,2021-10-05,1358.89,Travel
1722,Vaccine,2021-10-21,7706.98,Medical
1723,Fax,2021-10-04,1656.93,Communication
1724,Nightclub,2021-10-02,9861.32,Entertainment
1725,VPN,2021-10-19,2692.73,Communication
1726,Insurance,2021-10-26,8226.58,Medical
1727,Toll,2021-10-20,3192.07,Transportation
1728,Cleaning,2021-10-26,7262.7,Home
1729,Train Ticket,2021-10-18,9616.22,Transportation
1730,Seminar,2021-10-24,1503.54,Education
1731,Gift,2021-10-02,9125.75,Others
1732,Miscellaneous,2021-10-11,5044.1,Others
1733,Scarf,2021-10-08,3017.78,Clothing
1734,Tour Package,2021-10-02,117.18,Travel
1735,Jacket,2021-10-18,5304.18,Clothing
1736,Rent,2021-10-23,364.31,Home
1737,Football,2021-10-04,1692.25,Sports
1738,Sweater,2021-10-28,4539.42,Clothing
1739,Tuition,2021-10-14,4175.63,Education
1740,Online Course,2021-10-08,427.91,Education
1741,Snacks,2021-10-20,4901.21,Food
1742,Vaccine,2021-10-25,512.67,Medical
1743,Lunch,2021-10-21,8231.79,Food
1744,Messenger App,2021-10-09,437.64,Communication
1745,Car Maintenance,2021-10-22,3791.66,Transportation
1746,Bar,2021-10-19,2224.24,Entertainment
1747,Game,2021-10-20,7930.36,Entertainment
1748,Vaccine,2021-10-02,4506.94,Medical
1749,Gym,2021-10-22,8631.77,Sports
1750,Concert,2021-10-19,858.5,Entertainment
1751,Stationery,2021-10-20,6249.8,Education
